4.26836E+17,1/24/14 21:58,0,0,Twitter for iPhone,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:58,0,0,iOS,#BREAKING: The Obama administration cannot enforce the Affordable Care Acts contraception coverage requirements agai via @POLITICO for iOS,0,affordable care act
4.26836E+17,1/24/14 21:57,0,0,TweetDeck,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:57,0,0,iOS,#BREAKING: The Obama administration cannot enforce the Affordable Care Acts contraception coverage requirements agai via @POLITICO,0,affordable care act
4.26836E+17,1/24/14 21:57,0,0,web,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:57,0,0,web,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:57,0,0,Twitter for iPhone,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:56,0,0,iOS,#BREAKING: The Obama administration cannot enforce the Affordable Care Acts contraception coverage requirements agai via @POLITICO for iOS,0,affordable care act
4.26836E+17,1/24/14 21:56,0,0,web,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:56,0,0,Facebook,Affordable Care Act 2/9 http://t.co/QYLKfCnFE5 http://t.co/eNwxFpQU9k,0,affordable care act
4.26836E+17,1/24/14 21:56,0,0,web,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:56,0,0,Tweetbot for iOS,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:56,0,0,Constant Contact,Affordable Care Act 2/9 #constantcontact http://t.co/7UNTM4NM9k,0,affordable care act
4.26836E+17,1/24/14 21:56,0,0,Twitter for iPhone,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:56,0,0,Twitter for iPhone,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:56,0,0,Twitter for Android,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:56,0,0,Twitter for Android,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:56,0,0,web,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:56,0,0,Twitter for iPhone,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:55,0,0,web,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:55,0,0,Twitter for Android,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:55,0,0,Echofon,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:55,0,0,Twitter for iPhone,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:55,0,0,HootSuite,#BREAKING: The Obama administration cant enforce the Affordable Care Acts contraception coverage requirements against nuns via @politico,0,affordable care act
4.26836E+17,1/24/14 21:55,0,0,web,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:55,0,0,Twitter for iPhone,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:55,0,0,web,sonia's got some 'splaining too doo. @politico SCOTUS is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate,0,affordable care act
4.26836E+17,1/24/14 21:55,0,0,HootSuite,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26836E+17,1/24/14 21:54,0,0,web,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
4.26835E+17,1/24/14 21:54,0,0,web,RT @politico: #Breaking: The Supreme Court is granting a temporary reprieve from the Affordable Care Act's contraceptive mandate: http://t.,0,affordable care act
